2352,2606
1673,860
1568,1828
796,562
1762,444
1758,587
2024,2830
1661,946
1710,2936
2363,2533
2059,493
2920,516
1274,514
1191,2231
2156,2524
1137,671
1573,403
910,2643
955,167
1814,221
1498,555
243,1577
2864,1544
2668,1731
1856,2228
1868,2338
307,1136
2224,2625
926,1520
815,794
2654,1158
1759,2310
2302,704
1774,408
1222,508
409,2187
1675,314
2831,1591
1215,538
2497,1155
1387,833
2987,1753
2422,847
1639,1295
1135,227
2560,1755
1024,2482
1579,2605
2596,1488
1051,2574
2576,1858
572,2657
2996,2803
205,2
549,1289
1714,73
520,2188
1407,2598
1634,1114
1483,2432
2257,2833
1486,1005
234,1747
2090,952
332,244
2928,1470
2131,332
878,258
2202,411
1961,2982
596,1349
2242,2005
1975,2455
166,1503
751,394
2432,2161
1323,2427
1934,1509
271,2300
837,2368
1642,996
668,2747
1129,2622
1131,2394
719,306
1272,2868
1813,2054
1805,482
2125,2572
2469,2936
1779,1354
778,2033
851,582
938,1208
1524,2779
2833,239
218,2679
63,2409
1927,1490
2457,28
143,1626
2868,908
1227,2112
2248,1914
1155,123
2611,549
1352,936
2394,1157
2798,2756
2847,1386
264,1896
973,2813
460,1360
296,781
2215,0
2161,1182
1665,2267
302,2039
2840,1707
2453,1562
1846,2337
2242,1859
2922,483
2283,1924
1427,780
1346,726
686,1940
1360,1542
2222,947
1811,1996
727,250
852,2071
1512,268
2058,977
2571,2395
709,2388
2696,1769
1089,1222
2028,1766
58,2899
2971,1896
2892,1362
1783,337
2801,2481
2409,2856
2849,2887
2701,104
352,1339
452,1416
372,195
119,2619
206,1329
2231,2006
1160,1625
2783,1376
321,830
666,400
2534,2880
77,1117
2362,226
750,407
1736,342
1674,838
1985,552
1374,1483
228,1332
833,1336
406,1728
1940,955
2542,720
1041,274
1397,88
2985,838
507,967
850,56
2620,2940
1857,726
130,34
10,1378
2492,1479
2968,543
1340,2849
2318,410
2407,2887
2839,237
2644,1022
1257,2817
1228,2615
1341,1495
2570,250
81,2092
1396,1544
2963,2985
2113,2096
2697,1589
1496,2253
1483,1852
335,2764
36,64
854,955
2807,2481
973,1009
2015,279
1826,743
2717,29
1490,1276
777,1424
2931,981
2820,2433
399,19
68,2676
1029,1933
2622,1702
1312,2255
887,1795
912,1169
948,1036
2156,2090
1453,2037
2866,1371
2471,2130
1492,2648
471,1036
2137,994
533,1362
1828,1667
1650,2284
2439,696
1276,2310
1756,2223
1210,965
1759,2066
323,955
1553,620
837,14
1061,1006
1091,1171
2949,2645
1250,2252
130,532
1790,880
2815,1513
541,2831
2268,2532
2530,1329
1401,1192
341,935
2609,1570
998,1917
247,101
1280,1602
1421,671
419,2419
1049,2024
2010,1628
1203,2397
405,824
993,315
2136,2413
2952,1158
979,1572
1769,1591
275,593
110,367
2830,2191
2169,1056
2676,2188
2583,2528
267,115
1920,676
1649,1694
674,894
62,429
2388,1464
2527,2397
1885,2702
16,1563
2187,583
2998,2532
209,975
224,61
1397,471
529,670
2603,2240
2862,2726
1909,2523
2039,328
1745,1202
952,1010
2652,847
2802,2320
2986,212
782,4
118,87
74,2131
1361,1279
1485,1445
2755,266
1544,1912
2095,1435
2571,2958
1640,1790
52,362
2166,258
1976,2227
2190,252
2015,2255
940,2551
926,2818
2055,205
1084,1958
2608,1104
446,1430
864,2652
1803,1380
308,2172
36,921
310,400
734,1550
1183,523
1309,2067
2799,2444
1342,2862
455,1674
55,142
94,276
2968,478
243,2452
2048,497
1821,709
2338,2959
420,1400
398,2912
2237,1412
948,1361
1163,610
2363,674
2164,835
821,189
1786,1478
2642,526
2763,769
1363,717
1056,2641
323,2732
1005,470
2081,1236
292,1400
2879,1574
2719,2783
1654,965
530,2225
2723,1292
413,122
574,1225
1323,2633
926,76
705,1417
2526,1786
2816,588
2962,2168
1573,2310
1400,2621
635,1737
2477,2464
1446,1572
712,737
1490,2189
1699,2713
1163,2841
269,2916
2114,729
1994,490
2964,20
345,76
842,1316
1479,1939
2490,132
1159,617
488,2114
2264,2432
2232,2262
265,2509
105,334
135,607
1880,2162
1131,2061
1144,1707
1753,423
746,1358
1237,2583
1096,2043
2008,274
2589,2740
322,501
458,2456
252,69
1053,2494
955,2384
2430,608
687,1209
2260,611
202,276
2020,75
1504,747
1984,2701
1587,1306
1561,252
2131,59
974,705
2212,1580
2416,1313
1064,1129
1658,2157
646,2172
1865,1777
2944,721
1893,1210
1261,512
131,583
2554,1436
2122,1161
2333,456
2782,981
1606,53
2066,798
2396,1226
1990,2025
388,1666
2440,2313
309,1301
2300,2848
2012,2734
317,1830
2643,537
1096,2190
2246,1935
1621,1737
2078,2046
2374,24
609,414
1876,1655
1242,658
165,1231
274,1960
2077,2257
2368,2158
286,1359
838,1172
1971,2851
2410,1826
982,2020
1456,567
1956,1424
1798,1793
998,53
1319,1374
314,578
1718,586
958,2289
2841,2236
12,2028
75,2062
2538,386
1262,688
2686,1381
2164,1806
1246,1103
1179,1794
2298,491
426,2022
594,974
1746,1157
453,698
2943,286
1818,2885
2980,1446
695,2641
300,1128
759,2505
1472,2131
238,2963
1903,1476
655,1519
2671,2825
1039,332
1114,1946
1688,402
1619,2757
1109,1927
1565,1281
2278,2414
2642,1146
1767,1158
1700,2698
2115,2650
1652,542
2443,1755
82,2814
2656,846
2853,477
2670,751
2544,198
1673,1778
469,907
2077,1524
362,1083
465,288
415,1217
2428,2418
1055,654
1375,2855
2451,2228
1810,2486
2128,1942
263,473
1525,744
2851,416
2535,993
1165,393
934,1377
2547,894
1886,1737
458,2469
1609,381
1508,491
2781,567
2388,2790
594,2016
2193,2783
423,1337
1662,2771
2725,1929
2839,1041
131,2701
411,116
1234,847
2615,1727
2891,2766
1956,111
2971,257
602,2630
2673,2184
39,1530
2444,75
1632,2409
1435,622
1590,676
1678,1435
2332,2163
1526,2969
2581,2753
2664,361
2724,2096
2223,1631
1983,1451
1264,854
497,897
1489,2852
1404,1286
2525,864
2054,2483
436,442
212,2431
927,1286
616,1119
1744,1180
343,1353
1418,1636
797,1717
2934,2013
1012,2806
2069,982
1203,524
2475,1050
2944,489
874,1061
2448,2540
1597,2277
2410,1701
54,2701
1357,2565
2234,1058
2457,2812
1601,2280
2475,1889
2111,1386
773,175
910,2059
712,440
21,2695
2280,2364
1336,2977
2119,2390
814,1642
800,664
1340,2920
1385,2040
1715,944
694,2216
1299,987
2276,322
465,2697
648,36
784,1095
2911,266
318,538
2845,1892
2022,670
1599,910
1466,260
1045,1843
1932,1528
1825,1681
1621,1381
1368,1159
2997,2574
2476,2579
2219,1564
2657,1192
2747,714
2394,1038
125,2372
659,431
2545,1658
1713,2178
1072,1451
2858,1131
2357,1740
871,2690
2390,2189
2974,1217
1288,1329
2893,625
2530,21
2523,1798
158,714
525,1839
1405,2872
811,1485
1694,2524
602,1856
2062,81
2473,2444
2218,381
1576,381
97,1012
622,1293
842,879
1639,2937
696,1833
1460,1418
557,366
1007,904
1880,75
1165,941
2133,152
2624,1695
416,1067
2651,1439
848,2297
1774,1279
1086,2942
1976,1511
2243,1605
2993,1191
774,2094
2198,2024
1522,1279
2754,587
627,524
2176,839
2429,1867
1519,2264
1305,729
1117,1695
1767,1720
1951,1420
1156,531
2482,2985
1169,845
2621,1307
2524,1139
846,2726
99,2380
1151,1184
999,2517
1186,2824
2469,2633
2416,9
1992,1011
2541,2988
1184,1528
2483,311
810,1852
575,2938
2494,823
497,1489
2723,32
1706,2942
2335,2692
763,100
1168,1082
249,1798
2466,268
2771,260
218,2210
278,2702
1012,2982
1268,221
1385,1947
2516,774
77,1683
2892,834
2320,1329
576,493
2661,770
858,317
888,2570
1654,1204
1008,1758
493,2756
2284,224
2694,1278
1938,1145
1712,2224
540,1441
817,828
2015,2942
49,1094
1100,1642
2122,229
2997,2508
1413,2518
545,1347
1156,1178
2666,1826
2114,1560
2531,985
954,464
1700,1635
511,1762
2569,795
2796,287
615,2714
1355,1469
1142,1149
203,2690
1150,1007
1654,2836
1832,1420
1516,2788
1211,734
2914,2752
74,327
1530,1757
2723,671
2238,746
192,626
1892,2388
616,1899
969,197
327,2815
884,2922
2646,123
1234,2315
973,2230
2804,1530
771,432
332,2909
531,1718
2557,1824
2444,2930
2437,92
729,190
2087,1949
2214,2784
2096,1996
1557,647
627,152
1085,860
2865,1360
1664,1343
1295,2087
188,83
1014,2495
1437,789
2273,463
2424,2368
2375,218
880,326
699,618
402,1361
2735,1335
1960,2066
1021,812
1100,2914
1392,2125
1851,1756
556,1954
757,198
1310,1505
600,1149
2198,2867
1676,1836
156,2824
718,2632
659,1195
1530,234
2170,812
55,1504
1033,1936
1657,2363
583,1760
1143,2311
190,2043
410,138
1591,384
1098,1161
265,1305
1212,47
696,2861
1952,2212
1486,2441
1767,438
66,2582
1249,2580
1087,2399
268,1673
50,557
2759,2448
1284,2451
1082,127
357,368
1050,2168
1864,697
2132,2856
1712,1407
2718,2760
1221,1290
1123,1504
1713,2483
2855,1440
956,1495
2940,2638
427,93
2344,182
1894,2392
2413,353
1627,1390
867,97
2437,539
1117,756
429,266
2017,2326
163,2928
2364,2965
1874,1131
1721,453
920,1503
160,2733
1847,2202
2024,1935
7,2676
1478,1161
1898,448
2557,1989
407,937
358,2929
1408,1131
1565,2360
651,1440
14,747
1314,1698
1933,2954
2189,638
1824,1762
2835,1410
915,108
1167,145
2090,2841
1375,1520
2017,2644
184,2710
2409,463
436,1921
1300,214
2329,2746
1888,2178
1520,1532
2949,1394
41,1122
875,2344
1466,2529
901,64
754,2092
2166,2109
2240,850
2863,1762
2674,430
1098,2130
1546,914
2637,2238
1906,2866
834,2602
2947,604
1054,517
2261,2526
2938,2770
440,484
932,1761
2752,1940
2108,1184
1486,451
1403,1031
732,2378
691,2998
910,544
59,1461
2995,937
1966,1359
1430,993
2878,1338
933,1862
68,2925
54,1429
2244,2655
1343,2679
579,435
855,2956
2572,2924
479,1008
1410,1299
549,224
1017,1214
927,421
394,483
39,2546
1016,440
856,2048
2640,915
2558,362
1197,483
814,2829
490,982
1775,2338
2847,1406
2612,484
607,1081
2858,2045
1988,2276
1913,1543
1207,615
2085,755
525,586
1473,2104
828,1493
2480,2136
1732,2551
1978,2033
2577,1369
65,2934
1887,2556
845,1076
1132,1459
325,2718
2388,1916
2350,751
140,1647
393,1825
1179,2985
578,2183
2354,1422
2272,617
2878,2063
2522,513
2875,2183
2980,1612
942,2528
43,1963
1892,2030
775,677
1759,2825
2976,1359
340,2525
63,2936
560,2588
1444,2638
2978,2889
1588,1217
1190,953
633,1004
1448,1796
2440,65
2663,256
1633,1631
2140,1799
1458,2436
2576,504
2830,1026
818,1566
1803,2126
763,714
2654,2580
2449,2758
2226,1175
2776,322
548,165
2033,1437
2171,143
938,2336
114,1450
1194,1236
2110,1494
1478,1380
2698,2626
1944,2494
2540,736
879,1566
2298,2856
911,2027
284,437
2919,528
1885,1864
2262,2767
1932,983
1329,2085
637,1573
1271,2927
507,267
131,2534
2828,2747
2963,2637
1832,666
1448,1716
223,59
1441,1966
1939,2424
581,2005
673,2680
1850,1539
2441,776
2989,1540
1840,2565
1983,2613
1932,1783
2883,1482
617,1684
2428,1002
1170,2995
2932,1484
838,438
353,2477
1710,2096
1303,2094
313,2447
2506,99
8,1565
660,1838
1798,2918
1815,2257
44,2967
566,2316
2798,1903
1467,297
1626,100
1520,2136
2339,2658
781,354
1158,2369
1969,1236
1258,283
141,2408
1715,2971
2078,1508
1434,235
1569,1221
1586,2979
426,1283
56,2449
631,1920
541,236
355,268
2535,2765
2592,2030
1883,2084
2485,2894
1325,1983
1981,751
2593,2734
1978,902
739,2448
2634,2540
225,823
1668,2254
2577,2385
49,1902
1043,941
2538,962
103,2953
462,927
856,1344
444,1902
2183,1984
2591,2703
1460,399
2862,1479
775,222
281,2921
1629,1018
686,1541
352,1855
2299,1143
2301,267
1854,2628
65,2541
1853,1696
971,384
554,1264
866,1490
152,25
612,317
589,1327
2349,2442
640,24
2986,357
2590,2897
2970,1320
1205,2419
2803,2326
773,2585
1181,2513
2961,2048
981,2256
1799,968
313,816
1778,1467
544,1882
2952,921
2414,2858
224,2790
1633,1196
683,408
1652,838
1034,2458
276,2913
1191,1324
539,542
182,2730
1909,962
2542,554
1898,1869
2387,39
2359,379
2148,2135
205,2741
2598,1631
2927,2934
964,819
1145,2190
172,2654
1815,2781
1484,2264
2987,814
196,2910
977,1243
451,0
795,1102
2433,93
2381,853
378,1600
2818,1924
805,1174
2875,2789
1666,700
342,1574
2623,2679
1814,1943
2695,462
1696,781
2949,2594
848,2872
178,502
2665,2116
2625,2434
61,223
1164,285
1813,1691
263,319
596,1941
445,2969
1686,1191
2358,2541
1466,1563
1627,27
2609,2420
1534,1836
2917,996
989,2323
404,2502
2589,266
2578,865
256,1007
638,1139
611,186
1019,679
1199,890
125,736
2215,1160
2089,1479
2244,2879
267,961
626,2710
758,1273
72,45
1480,2528
935,1356
1694,251
863,2893
1513,588
2053,2090
74,819
874,711
211,1543
1295,266
1371,2655
2375,2065
2837,2174
1522,2811
655,1473
1453,2014
1608,835
136,2034
1408,2189
1821,2424
1653,2632
689,675
922,2200
837,318
2125,2566
291,1214
1619,2907
1971,2268
2284,284
1545,1050
2886,2195
2154,1473
1650,2894
1819,1134
551,2835
2691,1538
2828,2067
1423,2633
2173,1806
1906,39
1518,2945
2654,2704
1804,2234
2080,490
2439,2776
1391,386
1170,1119
2867,2967
165,316
2612,1702
2097,2648
1702,1036
2187,1632
2980,2452
2968,1094
1649,1502
2129,175
668,2835
1712,2103
1670,2956
988,1682
2886,774
2941,1683
64,2829
603,2956
797,196
2149,1688
2147,1830
1536,1846
2978,1367
922,991
2474,1927
2719,1416
493,770
2563,1717
89,2623
2938,262
20,1647
2905,2899
1057,2927
2717,1829
1072,1963
1438,1775
2051,1078
1187,2740
1009,868
2187,730
2821,1497
701,649
1163,1238
1929,2839
552,1638
1403,2982
2304,536
1380,607
1,159
1140,2158
1791,2796
2297,2137
2571,1249
245,1252
1236,1015
1080,296
2898,585
681,1322
1895,2571
422,75
1739,2002
709,903
1267,1052
2569,2111
552,1545
1044,2784
268,1392
454,1104
2643,75
2438,1265
287,1242
474,300
1758,1925
2833,1754
40,1186
154,33
2689,2816
243,1475
1235,1196
657,1669
1948,2919
2121,2734
802,1088
172,2823
155,323
1732,756
355,16
2963,2193
2774,1779
2397,2102
127,2132
2696,147
2023,1523
1530,2088
2676,233
973,2147
939,260
2039,2241
2539,1616
1018,1370
521,2978
2664,1301
46,398
1119,1253
2234,420
1615,2253
1553,574
1646,55
1918,2445
2387,496
940,2307
44,2666
1798,689
2634,2551
187,698
2773,2490
1797,1829
2245,253
1681,2472
2944,2886
1503,210
1973,343
263,1336
1216,2516
44,2986
2567,780
910,2434
2599,781
1579,173
1083,2017
2318,2087
2013,1583
370,2946
2210,38
2315,1414
986,316
1184,2933
1957,564
642,2421
1858,2756
1280,98
2023,1191
1730,1719
2897,728
2147,1739
2964,639
1390,2305
767,505
2153,2942
2497,2850
2062,2230
1093,253
2679,129
2702,1601
1394,713
2431,1923
1896,236
900,590
1179,2359
2561,467
1879,1782
909,1453
1820,893
709,2876
485,789
937,2701
1325,1303
341,913
2631,2931
223,848
719,2794
1384,2580
1775,693
2729,698
1380,2914
2563,2777
2407,2301
1563,15
2441,188
1292,454
1339,1316
1752,1106
862,1658
1392,892
916,89
1990,1531
2034,2004
2515,2664
1618,688
2895,469
2854,1342
2445,1629
2685,1427
496,29
1406,1533
597,1366
108,234
435,1501
975,911
1754,922
1672,2101
1743,1502
1926,1694
2850,259
2498,29
860,2532
1663,2891
357,1613
1600,1251
256,2726
2607,1269
1105,828
2821,2919
516,1739
893,6
2235,2321
1704,650
2990,2083
2214,1639
1334,589
1164,763
726,906
2824,1422
2094,89
1142,1925
234,1839
1678,2247
1522,1601
62,2091
999,2597
1523,2098
1830,2071
1225,2893
666,1554
95,1557
149,2099
638,168
1230,1389
2724,483
2632,2999
1895,1859
2744,43
1448,586
2296,1536
2370,2258
2896,2932
1268,24
771,536
663,2748
2935,299
2168,619
2240,1750
1375,2612
2657,2023
450,1144
1930,2996
286,1410
1081,2998
2458,2596
446,1987
1708,2255
2113,2884
2392,1426
2372,1937
595,1845
2907,1072
1680,16
515,2720
24,757
536,1934
2111,1343
1171,2672
1656,1350
1896,1377
2527,2909
614,663
2018,414
986,1173
2846,1379
2187,459
393,394
470,1648
827,2606
1615,804
1009,965
557,2608
1991,1162
2548,1462
1981,2168
230,2949
2455,820
1371,2629
2064,2928
1023,498
1166,348
1314,1731
283,665
2141,1586
1497,605
1009,82
540,1363
433,1164
570,2095
2534,86
2982,1189
1084,511
2671,87
2348,2021
201,284
1509,2557
2372,348
2824,2097
2084,1183
2753,1685
540,1267
2271,2918
1716,2450
1818,2420
974,2478
1005,2872
212,2025
1041,2194
142,1421
1441,732
472,924
461,2088
758,1361
1533,2337
1455,2103
2602,2909
573,2849
814,1337
361,2636
851,471
2949,1081
771,2816
1980,2373
2518,751
2533,978
906,878
2152,272
1021,2722
2333,593
644,1616
1789,1445
2813,198
1468,2163
2541,2366
2471,2079
750,2319
2929,1957
2399,2124
201,2348
2311,811
2304,1918
2126,99
584,317
2689,1607
708,2516
1058,401
109,1578
1450,584
2512,1388
14,2975
2977,969
571,552
449,2344
2759,1782
1817,2326
1258,480
1811,2237
700,2859
612,563
1710,2316
224,736
551,2509
2072,1867
270,1893
2927,1164
797,2877
321,39
2918,2341
707,185
2405,696
2031,1007
657,2750
1751,770
2951,1993
2984,343
1761,2810
927,2989
1423,307
766,210
43,287
901,1643
2253,627
1292,1219
381,1974
909,2711
2694,465
1227,2077
681,770
2100,348
2862,2365
66,2603
1811,460
1842,1123
2795,6
1264,132
1545,2334
1559,1615
1914,500
2370,1106
1031,159
1875,971
1095,2508
2125,2156
2212,8
2995,937
1919,1537
2458,1466
2710,610
2768,2441
1339,1318
1100,1672
668,2628
1226,2390
1707,2081
112,2312
1064,2461
942,1882
1514,1393
1328,1987
264,1581
210,2907
541,70
1781,2957
638,246
824,2653
548,2966
1074,2967
814,2037
873,1153
1864,139
2503,579
2973,865
1703,877
740,2620
1865,248
1729,973
1951,1278
852,488
2487,268
468,347
265,1913
2303,2577
1506,592
2130,42
374,2968
252,2399
1353,2219
967,995
348,1105
691,1070
1885,2290
2898,1704
686,1257
960,783
131,504
2450,1686
927,511
850,2876
1415,1159
1787,2924
2880,1533
780,2751
1028,2706
2427,2295
2850,1060
1681,1956
550,2433
319,2257
2385,358
760,2174
495,2318
568,166
1069,1175
2542,2268
2188,928
2796,1927
1846,1580
2547,1691
2815,2348
2033,338
1214,1450
1834,529
1300,1276
2300,1945
647,2382
394,437
460,2340
2727,502
2115,1785
1782,2427
2530,1592
462,1667
1867,496
2626,2305
386,1592
1777,956
744,279
1537,1000
848,2699
763,2564
2062,1132
225,1702
2497,1446
1022,2977
2239,1169
59,665
1720,2181
2055,2646
1447,1334
2107,1060
2175,2476
2978,1088
976,1738
96,1162
1647,220
2063,2094
2940,844
605,321
548,2715
1606,1939
1975,200
711,2215
660,2877
234,1756
79,2532
2052,2002
2367,2384
2586,155
56,2502
2848,2289
582,1973
2957,2213
2029,298
1040,529
2124,1589
994,1398
2648,1673
2298,30
985,590
640,613
2847,2760
286,2828
1476,2301
1408,1587
450,2059
2520,1591
68,1481
275,1786
727,2971
2386,239
1668,584
2909,1904
2680,1650
2197,373
1505,774
2733,2690
2197,73
2024,1592
957,37
2261,128
2342,2888
1690,1744
2542,1597
2803,2140
847,2349
1005,1933
939,2382
2430,2911
858,160
2169,1660
42,2428
1271,114
2543,1434
2205,2375
2584,1252
1595,358
472,2639
181,990
1510,2638
1233,2689
1886,2315
2442,852
2385,1441
1170,1554
1434,1130
1751,1216
2692,426
280,2871
1361,2917
2401,1435
388,3
1082,2349
2929,2402
1747,563
1118,987
541,346
93,331
1005,67
2962,132
105,1661
2025,414
321,272
2458,290
2807,2273
1259,1922
190,17
1401,2355
1064,1842
347,190
1384,2782
779,1223
2094,2700
793,351
1936,2656
514,753
83,728
498,1858
2708,271
2313,2388
1522,22
1354,362
1466,549
326,458
2639,1342
2091,35
1311,2141
2246,890
1733,1367
243,2596
826,1084
1625,1265
2709,2525
2424,2307
2147,1305
1362,799
2365,978
1725,356
262,148
2261,752
135,2647
2027,16
132,750
664,2784
888,1929
2897,2409
2172,718
563,814
2259,1843
762,2902
836,512
1544,2885
1386,625
1646,1278
2917,1919
24,531
711,2509
1941,2875
2098,2501
2005,2087
892,906
616,445
1579,2721
1340,2649
404,2493
2310,1438
710,1849
2438,1078
2565,601
1227,625
77,1337
2567,899
2295,1440
189,802
1294,1169
2424,1222
1272,2500
2407,2956
2604,2520
2388,373
2361,421
2611,2849
2552,685
1123,439
1012,2300
149,1474
1092,355
2815,12
988,1194
2276,325
721,84
2616,35
2617,190
390,255
1545,1416
2692,2415
368,2306
1193,976
2980,929
1221,706
377,982
1425,1361
1189,1386
2868,775
2357,1209
133,2151
2669,699
1831,1950
2158,1274
21,540
943,2516
2609,745
2333,1133
1029,1234
1124,163
1517,2625
2035,1728
2050,1291
2620,2698
1885,143
2764,1122
1558,46
2749,199
1048,1345
2378,2250
429,2990
2748,92
2056,1507
2871,1428
1871,1984
0,971
1879,2572
411,1658
72,764
1195,1839
649,31
1342,989
900,1013
2033,2576
2919,300
1874,2802
872,856
1109,2118
1866,1025
1962,2787
523,191
1503,1748
1171,917
1356,1464
398,2220
2555,1186
1117,1994
2203,1911
516,708
296,1724
233,133
960,1823
417,1200
2261,57
961,1589
1207,1696
886,104
2537,1629
2660,861
1611,2781
2661,1875
1044,1515
1710,1217
2778,541
1429,1803
2440,2005
427,2302
738,2764
2466,995
2570,1789
2929,1703
2004,2549
774,2948
37,431
476,1995
485,1604
2231,2698
941,597
2288,2189
2485,913
1981,2840
1203,2453
1877,1890
1313,2023
781,2996
2383,2505
2841,18
1037,223
2481,2953
2875,2188
1916,2960
205,1858
2193,403
2398,1463
2413,2769
2245,1636
2692,500
2934,2159
760,2911
1642,2087
1230,1350
1891,642
2747,1811
2024,2829
794,1096
2799,2014
1581,2828
682,2592
1895,1786
2223,1175
1348,2812
863,2430
1513,599
681,919
247,1393
2789,417
804,2055
2995,657
1174,779
1571,2391
1441,2153
443,128
1947,204
465,204
1761,6
807,2094
78,7
2066,490
1967,2008
2585,600
1922,1982
2174,1814
183,24
348,2071
1887,1286
1601,551
2594,1746
491,2357
2642,904
131,2252
1799,2017
768,726
1401,1745
544,653
2309,430
2148,2205
1449,1618
284,1340
225,2463
2408,955
2118,2354
1090,198
1137,311
1291,1038
2152,2911
2181,190
2713,1176
2429,246
2258,928
1938,1377
2992,2089
718,1774
344,2114
159,2844
2272,2375
471,2422
1354,1569
2338,1809
2186,2456
331,2212
139,1674
1953,2898
987,583
1080,1810
1035,521
1377,2117
2715,114
2852,17
2246,1841
1615,898
1829,864
954,1961
198,594
1273,1827
731,1237
2352,2353
2295,852
181,1044
1335,922
2023,265
1122,814
2000,2204
2780,2851
1218,2057
959,1444
159,2775
1487,1244
1512,804
1800,2115
369,572
325,694
1509,1530
112,1758
1360,451
358,1813
2760,2107
1755,1757
2507,868
2899,128
1538,186
2417,1413
2445,2483
2203,326
987,2858
1881,2621
2549,2948
610,1557
1285,30
2096,2863
2744,700
1363,2999
754,792
482,1687
1614,1378
2600,2339
1739,2826
1187,2003
1173,1669
1431,1355
617,1218
508,729
314,2319
64,386
2248,317
1866,233
1960,1301
1626,1223
576,2798
1132,1711
1100,10
738,2977
713,974
957,2017
2252,1111
2882,2187
86,338
69,2393
1563,78
2015,1885
2277,1067
198,1611
1521,2314
2039,149
2987,1639
1983,114
2488,2470
1599,709
1479,2144
2078,1419
1854,62
1130,1230
634,1151
1810,2893
2275,2012
2687,1194
2394,2215
2439,1061
1538,2505
2892,2360
1715,2645
1740,1412
1944,2562
363,2075
96,2663
2385,1601
1705,1441
2113,1825
2354,846
1411,1783
2629,1728
1035,266
1330,252
1145,820
1198,954
2357,2098
890,2666
85,291
1837,1154
2473,449
1791,2062
2767,970
1243,344
1298,386
2025,976
2610,2538
388,2356
2448,504
196,887
2621,340
1126,542
1725,1793
2954,985
2061,2067
1068,1196
494,2216
1480,1945
2633,835
2018,2744
1576,239
2662,89
1460,2950
1818,603
1245,731
2421,1106
2602,1094
1927,1107
1615,553
2284,656
1892,324
519,2218
1525,2266
2171,1648
497,2139
1353,236
2970,2724
735,1802
1028,1063
2735,676
2924,1494
1024,1156
1376,1070
1237,491
519,2697
2537,1315
2397,305
2851,1947
1842,2952
726,2695
1855,672
659,1072
367,371
2279,2743
2380,129
2177,2633
2400,2387
635,1554
2802,2177
2687,1132
1148,2425
229,1451
2675,2516
1853,1290
2835,1848
2125,2228
2654,129
2160,1336
2800,153
857,80
218,2810
248,443
1704,2773
871,1611
267,1748
2670,2213
2490,2495
473,132
2632,2705
2068,291
766,217
2292,2179
1250,294
1458,2761
679,2517
913,1811
1209,86
361,1018
768,745
283,496
216,692
1087,2642
1187,636
580,344
1242,1985
1963,2324
1758,2097
1869,2687
938,1065
1495,218
2334,349
1719,2568
2805,2265
955,2694
238,1293
2341,1204
335,1152
517,182
2714,592
2184,744
2273,1002
